Date-Time,Date ∇,UTC time,Temp. (ºC),Rel. Hum. (%),Pressure/ Geopot.,Wind dir,Wins speed (Km/h),Clouds,Low clouds,Medium clouds,High clouds,Prec. (mm),Max temp. (ºC),Min temp. (ºC),Conditions
2017-11-07 06:00:00,07/11/2017,06Z,30.2,57%,1011.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-07 09:00:00,07/11/2017,09Z,30.7,52%,1009.4 Hpa,050º (NE),5.6,0/8,-,-,-,-,-,-,Clear
2017-11-07 12:00:00,07/11/2017,12Z,27.7,71%,1010.4 Hpa,310º (NW),5.4,0/8,-,-,-,-,32.1,-,Clear
2017-11-07 15:00:00,07/11/2017,15Z,24.3,87%,1012.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-07 18:00:00,07/11/2017,18Z,23.0,88%,1012.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-07 21:00:00,07/11/2017,21Z,21.0,94%,1011.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-08 00:00:00,08/11/2017,00Z,20.2,92%,1012.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-08 03:00:00,08/11/2017,03Z,26.0,74%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,20.0,Clear
2017-11-08 06:00:00,08/11/2017,06Z,30.4,50%,1012.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-08 12:00:00,08/11/2017,12Z,27.6,91%,1009.7 Hpa,270º (W ),3.7,0/8,-,-,-,-,31.6,-,Clear
2017-11-08 15:00:00,08/11/2017,15Z,23.6,80%,1011.3 Hpa,270º (W),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-08 18:00:00,08/11/2017,18Z,22.8,95%,1011.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-08 21:00:00,08/11/2017,21Z,22.0,94%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-09 00:00:00,09/11/2017,00Z,21.2,98%,1011.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-09 03:00:00,09/11/2017,03Z,26.8,75%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,21.0,Clear
2017-11-09 06:00:00,09/11/2017,06Z,29.2,54%,1011.5 Hpa,360º (N),3.6,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-09 09:00:00,09/11/2017,09Z,29.1,51%,1009.3 Hpa,90º (E),3.6,4/8,4/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-09 12:00:00,09/11/2017,12Z,26.0,74%,1009.3 Hpa,0º (N),0.0,4/8,4/8 SC,-,-,-,31.0,-,Scattered clouds
2017-11-09 15:00:00,09/11/2017,15Z,23.4,86%,1011.0 Hpa,0º (N),0.0,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-11-09 18:00:00,09/11/2017,18Z,22.6,96%,1011.2 Hpa,90º (E),3.6,3/8,3/8 SC,-,-,-,-,-,Scattered clouds
2017-11-10 00:00:00,10/11/2017,00Z,21.2,92%,1011.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-10 03:00:00,10/11/2017,03Z,26.8,75%,1013.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,21.0,Clear
2017-11-10 06:00:00,10/11/2017,06Z,29.0,51%,1011.5 Hpa,90º (E),5.4,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-10 09:00:00,10/11/2017,09Z,30.9,43%,1008.9 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-10 12:00:00,10/11/2017,12Z,27.7,66%,1009.3 Hpa,0º (N),0.0,0/8,-,-,-,-,31.1,-,Clear
2017-11-10 15:00:00,10/11/2017,15Z,25.0,78%,1011.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-10 18:00:00,10/11/2017,18Z,23.0,88%,1011.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-10 21:00:00,10/11/2017,21Z,22.0,94%,1012.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-11 00:00:00,11/11/2017,00Z,21.5,96%,1011.9 Hpa,0º (N),0.0,1/8,1/8 SC,-,-,-,-,-,Few clouds
2017-11-11 03:00:00,11/11/2017,03Z,26.0,69%,1013.6 Hpa,360º (N),1.8,0/8,-,-,-,-,-,21.2,Clear
2017-11-11 06:00:00,11/11/2017,06Z,29.2,47%,1011.5 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-11 09:00:00,11/11/2017,09Z,30.4,50%,1009.9 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-11 12:00:00,11/11/2017,12Z,27.2,64%,1010.3 Hpa,360º (N),3.6,0/8,-,-,-,-,31.6,-,Clear
2017-11-11 15:00:00,11/11/2017,15Z,24.8,84%,1011.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-11 18:00:00,11/11/2017,18Z,23.8,95%,1012.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-11 21:00:00,11/11/2017,21Z,22.0,94%,1011.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-12 00:00:00,12/11/2017,00Z,21.4,97%,1010.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-12 03:00:00,12/11/2017,03Z,26.0,74%,1011.9 Hpa,360º (N),3.6,0/8,-,-,-,-,-,21.2,Clear
2017-11-12 06:00:00,12/11/2017,06Z,30.0,51%,1009.8 Hpa,310º (NW),5.4,0/8,-,-,-,-,-,-,Clear
2017-11-12 09:00:00,12/11/2017,09Z,31.4,42%,1007.8 Hpa,310º (NW),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-12 12:00:00,12/11/2017,12Z,28.2,61%,1008.4 Hpa,340º (N),1.8,0/8,-,-,-,-,31.7,-,Clear
2017-11-12 15:00:00,12/11/2017,15Z,25.0,83%,1010.0 Hpa,0º (N),0.0,3/8,2/8 SC,AS,-,-,-,-,Scattered clouds
2017-11-12 18:00:00,12/11/2017,18Z,24.0,88%,1010.5 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-12 21:00:00,12/11/2017,21Z,23.4,86%,1010.2 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-13 03:00:00,13/11/2017,03Z,27.0,57%,1011.3 Hpa,300º (NW),3.6,3/8,-,3/8 AC,-,-,-,22.8,Scattered clouds
2017-11-13 06:00:00,13/11/2017,06Z,30.2,51%,1009.6 Hpa,100º (E),1.8,3/8,-,2/8 AC,CI,-,-,-,Scattered clouds
2017-11-13 09:00:00,13/11/2017,09Z,31.2,45%,1006.8 Hpa,50º (NE),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-13 12:00:00,13/11/2017,12Z,28.6,63%,1007.2 Hpa,0º (N),0.0,5/8,2/8 SC,AC,CI,-,31.7,-,Cloudy
2017-11-13 15:00:00,13/11/2017,15Z,26.0,74%,1009.7 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-13 18:00:00,13/11/2017,18Z,25.2,77%,1010.1 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-13 21:00:00,13/11/2017,21Z,24.0,88%,1010.1 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-14 00:00:00,14/11/2017,00Z,22.8,95%,1010.0 Hpa,0º (N),0.0,4/8,2/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-14 03:00:00,14/11/2017,03Z,26.2,73%,1012.3 Hpa,50º (NE),5.4,5/8,2/8 SC,AC,CI,-,-,22.4,Cloudy
2017-11-14 06:00:00,14/11/2017,06Z,30.2,51%,1010.1 Hpa,310º (NW),3.6,4/8,2/8 SC,AC,CI,-,-,-,Scattered clouds
2017-11-14 09:00:00,14/11/2017,09Z,30.4,53%,1007.6 Hpa,360º (N),1.8,6/8,-,6/8 AC,-,-,-,-,Cloudy
2017-11-14 12:00:00,14/11/2017,12Z,27.0,74%,1007.9 Hpa,0º (N),0.0,6/8,2/8 SC,AC,-,-,32.5,-,Cloudy
2017-11-14 15:00:00,14/11/2017,15Z,26.6,80%,1009.7 Hpa,0º (N),0.0,6/8,1/8 SC,AC,-,-,-,-,Cloudy
2017-11-14 18:00:00,14/11/2017,18Z,25.6,80%,1010.0 Hpa,0º (N),0.0,6/8,1/8 SC,AC,-,-,-,-,Cloudy
2017-11-14 21:00:00,14/11/2017,21Z,24.6,85%,1008.9 Hpa,0º (N),0.0,6/8,1/8 SC,AS,-,-,-,-,Cloudy
2017-11-15 00:00:00,15/11/2017,00Z,24.0,88%,1009.8 Hpa,0º (N),0.0,6/8,2/8 SC,AS,-,-,-,-,Cloudy
2017-11-15 03:00:00,15/11/2017,03Z,25.0,83%,1012.6 Hpa,0º (N),0.0,8/8,2/8 SC,AS,,-,-,23.8,Overcast
2017-11-15 06:00:00,15/11/2017,06Z,26.5,76%,1011.2 Hpa,0º (N),0.0,8/8,2/8 SC,AS,,-,-,-,Overcast
2017-11-15 09:00:00,15/11/2017,09Z,26.3,77%,1009.5 Hpa,360º (N),3.6,8/8,2/8 SC,AS,,-,-,-,Overcast
2017-11-15 12:00:00,15/11/2017,12Z,25.0,88%,1010.4 Hpa,360º (N ),5.6,8/8,3/8 SC,AC,,-,27.0,-,Overcast
2017-11-15 15:00:00,15/11/2017,15Z,22.4,81%,1012.9 Hpa,0º (N),0.0,8/8,5/8 ST,AS,,2.6(24h),-,-,"Overcast, rain, continuous"
2017-11-15 18:00:00,15/11/2017,18Z,22.0,83%,1012.2 Hpa,0º (N),0.0,8/8,3/8 SC,AS,,3.0(24h),-,-,Overcast
2017-11-15 21:00:00,15/11/2017,21Z,20.8,89%,1010.9 Hpa,50º (NE),5.4,8/8,3/8 SC,AS,,3.0(24h),-,-,Overcast
2017-11-16 00:00:00,16/11/2017,00Z,21.1,87%,1010.0 Hpa,50º (NE),5.4,8/8,3/8 SC,AS,,3.0(24h),-,-,Overcast
2017-11-16 03:00:00,16/11/2017,03Z,23.0,73%,1012.3 Hpa,50º (NE),5.4,8/8,3/8 SC,AS,,3.0(24h),-,20.8,Overcast
2017-11-16 06:00:00,16/11/2017,06Z,24.8,74%,1011.2 Hpa,0º (N),0.0,8/8,4/8 SC,AS,,3.0(24h),-,-,Overcast
2017-11-16 09:00:00,16/11/2017,09Z,24.4,86%,1010.2 Hpa,50º (NE),5.4,7/8,5/8 SC,AS,-,3.6(24h),-,-,"Cloudy, rain, continuous"
2017-11-16 12:00:00,16/11/2017,12Z,23.7,95%,1011.0 Hpa,50º (NE),5.4,7/8,5/8 SC,AS,-,3.6(24h),25.4,-,Cloudy
2017-11-16 15:00:00,16/11/2017,15Z,23.1,88%,1012.5 Hpa,50º (NE),7.2,7/8,5/8 SC,AS,-,1.0(24h),-,-,Cloudy
2017-11-16 18:00:00,16/11/2017,18Z,22.3,86%,1012.2 Hpa,50º (NE),5.4,7/8,4/8 SC,AS,-,0.6(24h),-,-,Cloudy
2017-11-16 21:00:00,16/11/2017,21Z,22.3,86%,1011.2 Hpa,50º (NE),5.4,7/8,5/8 SC,AS,-,0.6(24h),-,-,Cloudy
2017-11-17 00:00:00,17/11/2017,00Z,22.4,86%,1010.7 Hpa,50º (NE),5.4,7/8,4/8 SC,AS,-,-,-,-,Cloudy
2017-11-17 03:00:00,17/11/2017,03Z,25.6,75%,1012.7 Hpa,050º (NE),5.6,8/8,3/8 SC,AC,,0.6(24h),-,22.0,Overcast
2017-11-17 06:00:00,17/11/2017,06Z,26.0,83%,1011.5 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,1.6(24h),-,-,Cloudy
2017-11-17 12:00:00,17/11/2017,12Z,26.0,88%,1009.9 Hpa,calm.,,6/8,3/8 SC,AC,-,-,27.6,-,Cloudy
2017-11-17 15:00:00,17/11/2017,15Z,25.0,88%,1011.7 Hpa,calm.,,6/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2017-11-17 18:00:00,17/11/2017,18Z,24.4,91%,1012.0 Hpa,calm.,,5/8,3/8 SC,AC,-,1.0(24h),-,-,Cloudy
2017-11-17 21:00:00,17/11/2017,21Z,24.2,93%,1011.6 Hpa,0º (N),0.0,5/8,3/8 SC,AS,-,1.0(24h),-,-,Cloudy
2017-11-18 00:00:00,18/11/2017,00Z,24.0,94%,1011.4 Hpa,0º (N),0.0,6/8,3/8 SC,AS,-,1.0(24h),-,-,Cloudy
2017-11-18 03:00:00,18/11/2017,03Z,25.4,91%,1012.8 Hpa,050º (NE),3.7,5/8,2/8 SC,AC,CI,1.0(24h),-,23.8,Cloudy
2017-11-18 06:00:00,18/11/2017,06Z,30.0,62%,1011.5 Hpa,0º (N),0.0,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-11-18 09:00:00,18/11/2017,09Z,30.0,66%,1009.6 Hpa,310º (NW),1.8,5/8,3/8 SC,AC,-,-,-,-,Cloudy
2017-11-18 12:00:00,18/11/2017,12Z,28.0,78%,1009.6 Hpa,320º (NW),1.8,4/8,3/8 SC,AS,-,-,31.7,-,Scattered clouds
2017-11-18 15:00:00,18/11/2017,15Z,26.4,81%,1011.2 Hpa,0º (N),0.0,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-11-18 18:00:00,18/11/2017,18Z,25.6,96%,1011.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-18 21:00:00,18/11/2017,21Z,24.6,96%,1011.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-19 00:00:00,19/11/2017,00Z,23.8,95%,1011.3 Hpa,0º (N),0.0,3/8,2/8 SC,AC,-,-,-,-,"Scattered clouds, mist"
2017-11-19 03:00:00,19/11/2017,03Z,27.8,79%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,23.5,Clear
2017-11-19 06:00:00,19/11/2017,06Z,29.7,63%,1012.0 Hpa,300º (NW),5.4,4/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-19 09:00:00,19/11/2017,09Z,30.4,50%,1009.7 Hpa,350º (N),7.2,3/8,3/8 SC,AC,-,-,-,-,Scattered clouds
2017-11-19 12:00:00,19/11/2017,12Z,28.0,61%,1010.3 Hpa,340º (N),1.8,2/8,2/8 SC,-,-,-,30.8,-,Few clouds
2017-11-19 15:00:00,19/11/2017,15Z,26.0,83%,1011.9 Hpa,320º (NW),5.4,0/8,-,-,-,-,-,-,Clear
2017-11-19 18:00:00,19/11/2017,18Z,24.6,80%,1012.2 Hpa,340º (N),1.8,0/8,-,-,-,-,-,-,Clear
2017-11-19 21:00:00,19/11/2017,21Z,22.8,95%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-20 00:00:00,20/11/2017,00Z,21.4,91%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-20 03:00:00,20/11/2017,03Z,25.2,68%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,20.8,Clear
2017-11-20 06:00:00,20/11/2017,06Z,28.4,53%,1012.8 Hpa,340º (N),9.0,0/8,-,-,-,-,-,-,Clear
2017-11-20 09:00:00,20/11/2017,09Z,29.8,43%,1010.3 Hpa,310º (NW),7.2,0/8,-,-,-,-,-,-,Clear
2017-11-20 12:00:00,20/11/2017,12Z,27.0,65%,1010.0 Hpa,0º (N),0.0,0/8,-,-,-,-,30.4,-,Clear
2017-11-20 15:00:00,20/11/2017,15Z,23.6,90%,1011.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-20 18:00:00,20/11/2017,18Z,22.8,95%,1011.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-21 00:00:00,21/11/2017,00Z,20.2,98%,1011.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-21 03:00:00,21/11/2017,03Z,24.2,72%,1013.9 Hpa,310º (NW),3.6,0/8,-,-,-,-,-,19.8,Clear
2017-11-21 06:00:00,21/11/2017,06Z,27.8,55%,1011.8 Hpa,310º (NW),9.0,0/8,-,-,-,-,-,-,Clear
2017-11-21 09:00:00,21/11/2017,09Z,28.7,52%,1009.4 Hpa,330º (NW),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-21 12:00:00,21/11/2017,12Z,25.4,67%,1009.8 Hpa,320º (NW),1.8,0/8,-,-,-,-,30.2,-,Clear
2017-11-21 15:00:00,21/11/2017,15Z,22.7,74%,1011.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-21 18:00:00,21/11/2017,18Z,21.6,70%,1011.4 Hpa,340º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-21 21:00:00,21/11/2017,21Z,20.2,81%,1011.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-22 00:00:00,22/11/2017,00Z,18.0,88%,1010.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-22 03:00:00,22/11/2017,03Z,21.0,60%,1012.2 Hpa,340º (N),5.4,0/8,-,-,-,-,-,17.5,Clear
2017-11-22 06:00:00,22/11/2017,06Z,25.4,52%,1010.2 Hpa,320º (NW),5.4,0/8,-,-,-,-,-,-,Clear
2017-11-22 09:00:00,22/11/2017,09Z,27.4,49%,1007.8 Hpa,310º (NW),7.2,2/8,2/8,-,CI,-,-,-,Few clouds
2017-11-22 12:00:00,22/11/2017,12Z,23.6,70%,1008.7 Hpa,0º (N),0.0,3/8,3/8,-,CI,-,28.2,-,Scattered clouds
2017-11-22 15:00:00,22/11/2017,15Z,20.7,74%,1010.8 Hpa,270º (W),3.6,3/8,-,3/8 AC,-,-,-,-,Scattered clouds
2017-11-22 18:00:00,22/11/2017,18Z,20.0,77%,1011.0 Hpa,310º (NW),1.8,2/8,-,2/8 AC,-,-,-,-,Few clouds
2017-11-22 21:00:00,22/11/2017,21Z,17.5,90%,1010.4 Hpa,0º (N),0.0,2/8,2/8,-,CI,-,-,-,Few clouds
2017-11-23 00:00:00,23/11/2017,00Z,17.6,90%,1010.8 Hpa,0º (N),0.0,2/8,2/8,-,CI,-,-,-,Few clouds
2017-11-23 03:00:00,23/11/2017,03Z,21.0,68%,1012.1 Hpa,310º (NW),5.6,0/8,-,-,-,-,-,17.4,"Clear, haze"
2017-11-23 06:00:00,23/11/2017,06Z,26.4,40%,1010.1 Hpa,50º (NE),5.4,0/8,-,-,-,-,-,-,Clear
2017-11-23 09:00:00,23/11/2017,09Z,27.2,41%,1007.9 Hpa,320º (NW),1.8,0/8,-,-,-,-,-,-,Clear
2017-11-23 12:00:00,23/11/2017,12Z,24.2,60%,1008.7 Hpa,340º (N),1.8,0/8,-,-,-,-,28.0,-,Clear
2017-11-23 15:00:00,23/11/2017,15Z,19.8,89%,1010.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-23 18:00:00,23/11/2017,18Z,18.7,95%,1011.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-23 21:00:00,23/11/2017,21Z,18.3,92%,1011.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-24 00:00:00,24/11/2017,00Z,17.7,95%,1011.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-24 03:00:00,24/11/2017,03Z,21.8,79%,1013.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,17.0,Clear
2017-11-24 06:00:00,24/11/2017,06Z,26.8,51%,1011.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-24 09:00:00,24/11/2017,09Z,27.8,45%,1010.1 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-24 12:00:00,24/11/2017,12Z,24.0,78%,1010.4 Hpa,0º (N),0.0,0/8,-,-,-,-,28.5,-,Clear
2017-11-24 15:00:00,24/11/2017,15Z,21.2,87%,1012.7 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-24 18:00:00,24/11/2017,18Z,20.0,93%,1013.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-24 21:00:00,24/11/2017,21Z,19.2,92%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-25 00:00:00,25/11/2017,00Z,17.8,100%,1013.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-25 03:00:00,25/11/2017,03Z,21.2,76%,1015.3 Hpa,360º (N),3.6,0/8,-,-,-,-,-,17.3,Clear
2017-11-25 06:00:00,25/11/2017,06Z,27.0,47%,1014.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-25 09:00:00,25/11/2017,09Z,27.5,43%,1011.9 Hpa,50º (NE),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-25 12:00:00,25/11/2017,12Z,23.8,74%,1012.5 Hpa,calm.,,0/8,-,-,-,-,28.4,-,"Clear, haze"
2017-11-25 15:00:00,25/11/2017,15Z,21.0,88%,1014.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-25 18:00:00,25/11/2017,18Z,19.6,96%,1014.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-25 21:00:00,25/11/2017,21Z,18.4,91%,1014.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-11-26 00:00:00,26/11/2017,00Z,17.4,91%,1015.1 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, fog"
2017-11-26 03:00:00,26/11/2017,03Z,22.4,71%,1016.6 Hpa,50º (NE),3.6,0/8,-,-,-,-,-,17.0,Clear
2017-11-26 06:00:00,26/11/2017,06Z,26.2,44%,1014.3 Hpa,360º (N ),5.6,0/8,-,-,-,-,-,-,Clear
2017-11-26 12:00:00,26/11/2017,12Z,23.3,76%,1011.9 Hpa,0º (N),0.0,0/8,-,-,-,-,27.8,-,Clear
2017-11-26 15:00:00,26/11/2017,15Z,20.0,93%,1013.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-26 18:00:00,26/11/2017,18Z,18.6,96%,1013.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-11-26 21:00:00,26/11/2017,21Z,17.4,91%,1013.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-11-27 00:00:00,27/11/2017,00Z,16.4,91%,1013.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2017-11-27 03:00:00,27/11/2017,03Z,21.0,77%,1014.9 Hpa,0º (N),0.0,0/8,-,-,-,-,-,16.1,"Clear, mist"
2017-11-27 06:00:00,27/11/2017,06Z,26.2,57%,1012.2 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-27 09:00:00,27/11/2017,09Z,27.2,57%,1010.2 Hpa,0º (N),0.0,3/8,-,-,-,-,-,-,Scattered clouds
2017-11-27 12:00:00,27/11/2017,12Z,24.0,78%,1010.2 Hpa,0º (N),0.0,0/8,-,-,-,-,27.8,-,Clear
2017-11-27 18:00:00,27/11/2017,18Z,19.4,91%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-27 21:00:00,27/11/2017,21Z,18.0,93%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-11-28 00:00:00,28/11/2017,00Z,17.4,91%,1012.4 Hpa,calm.,,0/8,-,-,-,-,-,-,"Clear, fog"
2017-11-28 09:00:00,28/11/2017,09Z,27.3,47%,1011.1 Hpa,0º (N),0.0,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-11-28 12:00:00,28/11/2017,12Z,23.0,73%,1012.0 Hpa,0º (N),0.0,0/8,-,-,-,-,28.0,-,Clear
2017-11-28 15:00:00,28/11/2017,15Z,20.3,86%,1014.2 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-28 18:00:00,28/11/2017,18Z,18.6,96%,1014.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-11-29 00:00:00,29/11/2017,00Z,16.2,98%,1015.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2017-11-29 03:00:00,29/11/2017,03Z,21.6,80%,1016.5 Hpa,050º (NE),5.6,0/8,-,-,-,-,-,16.0,"Clear, haze"
2017-11-29 06:00:00,29/11/2017,06Z,25.8,54%,1014.8 Hpa,360º (N ),3.7,2/8,2/8 SC,-,-,-,-,-,"Few clouds, haze"
2017-11-29 09:00:00,29/11/2017,09Z,25.8,58%,1012.3 Hpa,360º (N),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-29 12:00:00,29/11/2017,12Z,23.8,70%,1012.6 Hpa,310º (NW),3.6,0/8,-,-,-,-,27.2,-,Clear
2017-11-29 15:00:00,29/11/2017,15Z,21.2,82%,1014.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-29 18:00:00,29/11/2017,18Z,19.4,86%,1015.0 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-29 21:00:00,29/11/2017,21Z,18.2,92%,1013.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-30 00:00:00,30/11/2017,00Z,17.0,100%,1014.3 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, fog"
2017-11-30 06:00:00,30/11/2017,06Z,25.3,64%,1013.4 Hpa,310º (NW),3.6,0/8,-,-,-,-,-,-,Clear
2017-11-30 12:00:00,30/11/2017,12Z,23.9,69%,1010.9 Hpa,0º (N),0.0,0/8,-,-,-,-,27.4,-,Clear
2017-11-30 18:00:00,30/11/2017,18Z,18.9,94%,1013.1 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-11-30 21:00:00,30/11/2017,21Z,17.2,92%,1012.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-12-01 00:00:00,01/12/2017,00Z,16.5,100%,1012.6 Hpa,calm.,,,,,,-,-,-,fog
2017-12-01 03:00:00,01/12/2017,03Z,19.8,95%,1014.8 Hpa,0º (N),0.0,0/8,-,-,-,-,-,16.0,"Clear, mist"
2017-12-01 06:00:00,01/12/2017,06Z,26.2,57%,1012.7 Hpa,50º (NE),3.6,2/8,2/8 SC,-,-,-,-,-,Few clouds
2017-12-01 09:00:00,01/12/2017,09Z,27.7,49%,1010.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-12-01 12:00:00,01/12/2017,12Z,24.0,73%,1011.1 Hpa,0º (N),0.0,0/8,-,-,-,-,28.2,-,Clear
2017-12-01 15:00:00,01/12/2017,15Z,27.0,47%,1010.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-12-01 18:00:00,01/12/2017,18Z,18.6,96%,1013.4 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,Clear
2017-12-01 21:00:00,01/12/2017,21Z,17.4,91%,1013.5 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
2017-12-02 00:00:00,02/12/2017,00Z,16.8,95%,1013.6 Hpa,0º (N),0.0,0/8,-,-,-,-,-,-,"Clear, mist"
